,clickbait
26939,0
28286,0
13146,1
21226,0
23132,0
19857,0
12539,1
12487,1
12443,1
7402,1
26143,0
3106,1
19574,0
5192,1
13312,1
13162,1
17285,0
28321,0
27050,0
29217,0
31469,0
30876,0
10593,1
26237,0
702,1
11776,1
10390,1
10092,1
28023,0
25728,0
10946,1
18518,0
30310,0
26437,0
4630,1
19223,0
9926,1
17222,0
12270,1
25795,0
25824,0
3331,1
5922,1
13602,1
9525,1
17563,0
1379,1
4214,1
26136,0
31793,0
5591,1
16096,0
7782,1
15820,1
6691,1
17263,0
26622,0
2507,1
12109,1
29119,0
30520,0
20376,0
16940,0
10988,1
14569,1
1062,1
17457,0
8073,1
16634,0
31553,0
22785,0
518,1
16963,0
1280,1
5565,1
3678,1
6454,1
14069,1
27380,0
21075,0
31821,0
5913,1
19052,0
23368,0
16800,0
15999,0
24475,0
23867,0
2593,1
15302,1
26175,0
30319,0
4287,1
30659,0
25641,0
25973,0
27082,0
27498,0
25731,0
29925,0
5800,1
4650,1
25787,0
16501,0
24860,0
4133,1
13266,1
23097,0
12459,1
5889,1
15320,1
25002,0
2683,1
2690,1
30749,0
30561,0
20203,0
12043,1
2435,1
10173,1
9365,1
11241,1
13334,1
24361,0
1745,1
6956,1
6316,1
13061,1
8269,1
28414,0
30305,0
10781,1
28650,0
22541,0
25969,0
16769,0
29994,0
5614,1
29294,0
18898,0
14041,1
27418,0
30349,0
2534,1
21256,0
22146,0
30075,0
30672,0
1863,1
22216,0
21751,0
1755,1
19381,0
17733,0
28099,0
13685,1
30662,0
4341,1
1592,1
10085,1
19460,0
6922,1
1769,1
7663,1
24673,0
8551,1
4629,1
15805,1
26580,0
4619,1
12751,1
4257,1
21672,0
8083,1
13615,1
22172,0
20142,0
5711,1
28473,0
20737,0
6876,1
28008,0
20335,0
1489,1
27570,0
3889,1
23430,0
23226,0
2863,1
9430,1
19934,0
9481,1
26371,0
17853,0
7423,1
23911,0
29219,0
20092,0
23245,0
9747,1
18335,0
3739,1
2615,1
6772,1
15505,1
26356,0
5851,1
21610,0
16816,0
1567,1
3535,1
31422,0
23574,0
11438,1
2865,1
7511,1
31568,0
5894,1
21479,0
29387,0
30461,0
12589,1
14014,1
29367,0
2732,1
1438,1
3558,1
11631,1
9691,1
27322,0
9106,1
12349,1
28988,0
2137,1
21408,0
9627,1
26668,0
14052,1
15410,1
5694,1
198,1
5371,1
4771,1
2996,1
11871,1
28439,0
26245,0
30162,0
31960,0
9834,1
3582,1
14151,1
1990,1
24222,0
10288,1
17539,0
10733,1
21880,0
17195,0
18731,0
2172,1
22456,0
4170,1
193,1
24496,0
24180,0
6480,1
3749,1
25677,0
17277,0
5932,1
27414,0
8520,1
16732,0
1995,1
15000,1
26558,0
14343,1
18643,0
9081,1
7155,1
27825,0
29225,0
14461,1
6150,1
2704,1
25430,0
18827,0
31536,0
2008,1
6081,1
12411,1
26759,0
21925,0
14711,1
5193,1
11166,1
5543,1
28076,0
23672,0
26367,0
17971,0
9455,1
11429,1
12173,1
11001,1
23354,0
19792,0
8773,1
27528,0
7431,1
30679,0
11950,1
28577,0
10048,1
13652,1
17292,0
20806,0
445,1
20276,0
4427,1
11191,1
23306,0
21485,0
12760,1
15154,1
24013,0
30099,0
9298,1
11701,1
22489,0
14724,1
8515,1
10413,1
13036,1
8388,1
27216,0
4277,1
9284,1
18283,0
8768,1
27954,0
24971,0
21459,0
15180,1
9306,1
8672,1
6899,1
15329,1
3169,1
3537,1
26433,0
28606,0
4794,1
15182,1
12907,1
5911,1
6541,1
29077,0
29148,0
21788,0
29239,0
12601,1
20427,0
22948,0
29638,0
15004,1
15233,1
12213,1
14384,1
3830,1
30711,0
26048,0
26431,0
7316,1
13524,1
15399,1
9997,1
25803,0
5163,1
12718,1
7545,1
27294,0
21179,0
19986,0
25855,0
19834,0
31504,0
13649,1
25857,0
2868,1
25149,0
27374,0
18303,0
14351,1
31779,0
19365,0
4676,1
26223,0
15761,1
2370,1
6948,1
21910,0
7095,1
6161,1
11401,1
31842,0
4716,1
2405,1
6786,1
6066,1
20393,0
28520,0
3167,1
19575,0
4352,1
3967,1
12965,1
2198,1
1401,1
26046,0
4549,1
78,1
8634,1
12499,1
23566,0
29272,0
24229,0
6630,1
31886,0
11137,1
19032,0
28430,0
7894,1
6568,1
3777,1
6207,1
8493,1
17629,0
16303,0
24350,0
23246,0
17368,0
7185,1
26328,0
21526,0
11612,1
31304,0
2399,1
26264,0
5495,1
28297,0
28599,0
7073,1
1637,1
18406,0
5437,1
8978,1
17621,0
11288,1
19458,0
6232,1
520,1
160,1
14669,1
7935,1
17316,0
13909,1
14276,1
7823,1
5395,1
18047,0
18798,0
16840,0
23344,0
28967,0
21943,0
29722,0
16982,0
17739,0
25840,0
28768,0
23124,0
22939,0
27292,0
3716,1
14070,1
8077,1
28665,0
1917,1
28725,0
3036,1
26162,0
16881,0
23733,0
29986,0
31428,0
12438,1
8555,1
21204,0
8482,1
31177,0
600,1
8171,1
1677,1
1113,1
497,1
31012,0
4668,1
4021,1
23407,0
9504,1
14358,1
22782,0
30898,0
23772,0
987,1
10066,1
9137,1
15528,1
25816,0
28795,0
27222,0
3471,1
7479,1
2971,1
11869,1
16847,0
13113,1
24961,0
21276,0
1229,1
13828,1
24411,0
27718,0
2074,1
11787,1
4566,1
11246,1
4655,1
30270,0
3342,1
16531,0
8127,1
11705,1
27791,0
20569,0
30324,0
23324,0
6792,1
3601,1
1574,1
12716,1
16673,0
15153,1
10580,1
25977,0
2353,1
12410,1
26205,0
3192,1
24713,0
5857,1
29823,0
6284,1
20102,0
29010,0
23030,0
15030,1
9174,1
30190,0
5177,1
646,1
17716,0
23736,0
3795,1
16651,0
19095,0
9793,1
20484,0
23665,0
8754,1
5472,1
30431,0
1729,1
29324,0
14577,1
24161,0
7897,1
23933,0
3700,1
10635,1
9229,1
326,1
29144,0
31351,0
15610,1
13964,1
10916,1
19106,0
24534,0
19049,0
25309,0
29096,0
28865,0
10052,1
6176,1
6136,1
16022,0
17485,0
2630,1
6254,1
26830,0
15103,1
1162,1
18274,0
19514,0
8928,1
1698,1
29792,0
12710,1
15706,1
3630,1
19316,0
31368,0
2443,1
28608,0
21722,0
8944,1
27521,0
27517,0
19213,0
14441,1
9953,1
4957,1
4432,1
30663,0
26482,0
14415,1
20040,0
12738,1
25024,0
28333,0
25650,0
15981,1
12346,1
21655,0
17863,0
97,1
13432,1
13973,1
955,1
4067,1
4947,1
29537,0
3064,1
104,1
22251,0
11858,1
4095,1
30751,0
4103,1
30159,0
11330,1
7340,1
22763,0
11163,1
7755,1
20946,0
25871,0
643,1
553,1
11449,1
19069,0
11123,1
14356,1
6699,1
4806,1
10332,1
3685,1
2459,1
22998,0
18697,0
3651,1
14233,1
6131,1
11102,1
8364,1
20432,0
28689,0
15530,1
9462,1
229,1
23100,0
26471,0
12756,1
21112,0
2202,1
4413,1
4633,1
15800,1
11421,1
19443,0
27304,0
17012,0
9282,1
7837,1
28064,0
17694,0
21711,0
3505,1
3492,1
18314,0
429,1
19742,0
2520,1
8867,1
13739,1
13571,1
21550,0
11763,1
2496,1
29613,0
10117,1
23070,0
14542,1
10249,1
15110,1
2344,1
18525,0
3806,1
16385,0
10772,1
3983,1
3945,1
24503,0
17906,0
27383,0
19984,0
3593,1
15462,1
7814,1
14357,1
26567,0
8755,1
29238,0
18483,0
16959,0
19728,0
1603,1
21971,0
8650,1
21592,0
7135,1
12455,1
2692,1
13655,1
7273,1
21047,0
6684,1
29048,0
18228,0
16349,0
14906,1
21625,0
4777,1
3881,1
27736,0
5156,1
30377,0
12125,1
14083,1
24429,0
599,1
20533,0
24272,0
12068,1
3944,1
9259,1
28089,0
17464,0
27556,0
1678,1
30735,0
15003,1
27699,0
11673,1
10853,1
23235,0
24594,0
22099,0
973,1
28757,0
12505,1
1163,1
30233,0
3815,1
28931,0
21267,0
27704,0
30398,0
16193,0
26249,0
20803,0
22568,0
3328,1
22816,0
20144,0
467,1
12726,1
5379,1
25365,0
244,1
12488,1
182,1
21765,0
6331,1
29821,0
10488,1
4115,1
1213,1
17280,0
24173,0
17230,0
16806,0
11233,1
13674,1
2700,1
18226,0
456,1
9458,1
30135,0
27799,0
9444,1
30182,0
8842,1
13428,1
11547,1
4706,1
23709,0
23022,0
30809,0
21585,0
26847,0
9884,1
24935,0
4185,1
3576,1
18510,0
12600,1
26067,0
12575,1
14924,1
27313,0
2289,1
2663,1
2750,1
15201,1
11452,1
9498,1
11520,1
17549,0
1923,1
4473,1
20424,0
14331,1
3591,1
14127,1
7891,1
27705,0
9383,1
22862,0
27737,0
3997,1
17346,0
3816,1
11428,1
12335,1
8541,1
16573,0
6365,1
4842,1
15854,1
8709,1
31609,0
10922,1
10021,1
11961,1
6854,1
30030,0
18396,0
2548,1
30638,0
17056,0
23595,0
27434,0
12602,1
2450,1
530,1
3076,1
118,1
15646,1
18980,0
29819,0
13251,1
441,1
7948,1
14806,1
8909,1
1204,1
23812,0
27416,0
14086,1
25989,0
25244,0
8746,1
6180,1
20156,0
14124,1
30129,0
20468,0
18663,0
17753,0
4161,1
10439,1
9701,1
1906,1
19282,0
7191,1
9466,1
23358,0
9080,1
2631,1
11483,1
30490,0
19305,0
27490,0
11585,1
27392,0
17470,0
27470,0
5823,1
30580,0
6309,1
29990,0
8236,1
31169,0
13852,1
12024,1
7231,1
15749,1
4899,1
1267,1
8967,1
24167,0
25329,0
30899,0
25804,0
23037,0
21497,0
27583,0
5842,1
12971,1
11997,1
62,1
19430,0
17697,0
8047,1
15949,1
25159,0
10003,1
16243,0
19888,0
20416,0
25238,0
10365,1
16067,0
23715,0
24608,0
1609,1
17010,0
5221,1
26833,0
11403,1
6601,1
8796,1
20917,0
28283,0
28060,0
30516,0
711,1
8890,1
20154,0
18653,0
10914,1
16526,0
5687,1
12444,1
19115,0
29839,0
9267,1
30546,0
10800,1
19339,0
20317,0
22254,0
31569,0
22835,0
26344,0
12094,1
1081,1
18991,0
14588,1
18875,0
21865,0
13126,1
8719,1
16841,0
29610,0
5825,1
23616,0
9405,1
24708,0
19565,0
591,1
18273,0
13096,1
25976,0
27061,0
8227,1
29907,0
17955,0
25619,0
1033,1
18357,0
24852,0
11332,1
340,1
28129,0
20340,0
30845,0
27827,0
5722,1
22063,0
8673,1
17806,0
4524,1
3088,1
7304,1
5278,1
21995,0
19923,0
11285,1
29027,0
2184,1
16460,0
5658,1
11962,1
31606,0
12216,1
24845,0
9647,1
22587,0
11658,1
25280,0
11827,1
17121,0
21354,0
6661,1
4931,1
11933,1
20837,0
17636,0
19785,0
12312,1
13326,1
21866,0
20913,0
4666,1
3597,1
3124,1
13071,1
24508,0
16595,0
17163,0
25043,0
5214,1
8086,1
6086,1
14330,1
30682,0
8078,1
25114,0
23569,0
16716,0
30327,0
22537,0
29840,0
18451,0
2954,1
1901,1
23775,0
28873,0
735,1
6407,1
23998,0
12301,1
10804,1
23040,0
20183,0
10472,1
12531,1
17913,0
19361,0
13331,1
18083,0
6509,1
19746,0
8110,1
23532,0
25890,0
7317,1
22933,0
21228,0
6134,1
14308,1
8743,1
18048,0
16276,0
8155,1
21770,0
28306,0
9704,1
17136,0
20515,0
4831,1
26807,0
24421,0
25946,0
1746,1
19174,0
5725,1
12891,1
20851,0
10130,1
14283,1
24034,0
20341,0
15022,1
28753,0
31708,0
24703,0
22397,0
18765,0
29126,0
22163,0
13903,1
14965,1
21665,0
3297,1
9915,1
11665,1
8972,1
26114,0
15396,1
11604,1
25303,0
19644,0
3858,1
22332,0
26416,0
27486,0
29684,0
1319,1
30128,0
31131,0
19647,0
17149,0
11635,1
3947,1
18428,0
7677,1
6599,1
29741,0
31075,0
13639,1
2887,1
7617,1
24687,0
17523,0
9622,1
23919,0
5380,1
26960,0
2415,1
2005,1
26926,0
16144,0
10665,1
3282,1
9732,1
31940,0
10398,1
17394,0
3519,1
13743,1
13101,1
31429,0
3620,1
22580,0
565,1
12791,1
21003,0
28551,0
31291,0
21094,0
2388,1
31666,0
14173,1
20160,0
17099,0
18636,0
16850,0
6402,1
451,1
11938,1
27937,0
19232,0
15269,1
1713,1
53,1
18821,0
13458,1
9265,1
3732,1
29776,0
29805,0
28141,0
1066,1
10715,1
10005,1
20632,0
11876,1
10452,1
12079,1
23183,0
3531,1
23239,0
7152,1
10628,1
12789,1
27639,0
15356,1
18528,0
14662,1
5288,1
29248,0
2634,1
27099,0
25152,0
23362,0
16926,0
1965,1
28493,0
8075,1
9369,1
5273,1
8032,1
13198,1
7628,1
17921,0
5928,1
21588,0
6228,1
20353,0
24274,0
31486,0
13976,1
23169,0
31508,0
28647,0
5457,1
21974,0
16535,0
7124,1
25631,0
23148,0
29320,0
8790,1
3872,1
9518,1
26950,0
27843,0
15183,1
17634,0
27553,0
18264,0
30639,0
29733,0
13451,1
29751,0
23480,0
7136,1
9136,1
15381,1
19474,0
27352,0
11927,1
15717,1
19661,0
18582,0
14878,1
28953,0
11859,1
27841,0
11605,1
18814,0
31539,0
6992,1
24680,0
25696,0
6701,1
900,1
29481,0
1349,1
19852,0
23597,0
2633,1
6305,1
6048,1
4779,1
13898,1
9308,1
9132,1
27876,0
7864,1
1463,1
19508,0
27376,0
24969,0
16974,0
18645,0
8798,1
31082,0
29731,0
2839,1
7598,1
1065,1
21990,0
3103,1
6459,1
10608,1
31787,0
22355,0
20162,0
704,1
4916,1
14675,1
22223,0
14728,1
6973,1
19314,0
6293,1
25463,0
19393,0
31973,0
18884,0
3691,1
778,1
26089,0
29965,0
11514,1
21151,0
2612,1
13823,1
5447,1
12425,1
20292,0
28169,0
19646,0
2802,1
27516,0
23034,0
12022,1
4701,1
8924,1
7828,1
27014,0
26841,0
19774,0
1331,1
8071,1
9586,1
31279,0
47,1
23419,0
23202,0
15306,1
23888,0
1880,1
24380,0
21783,0
27762,0
19500,0
10476,1
7093,1
5382,1
29376,0
23620,0
28860,0
3998,1
14636,1
18818,0
16106,0
11125,1
2622,1
3885,1
31625,0
7922,1
16695,0
7652,1
12952,1
14572,1
15026,1
8855,1
26467,0
27030,0
4710,1
3729,1
15609,1
17969,0
8518,1
20465,0
29730,0
2296,1
7816,1
17614,0
25337,0
27750,0
2133,1
30570,0
667,1
5858,1
1343,1
21954,0
21209,0
23928,0
10791,1
13531,1
5058,1
111,1
22314,0
21469,0
4979,1
17874,0
27630,0
25185,0
22477,0
11554,1
20885,0
27901,0
20958,0
8072,1
28925,0
8488,1
15691,1
3781,1
5764,1
13729,1
21393,0
15205,1
1895,1
19323,0
1387,1
14326,1
21941,0
21041,0
12827,1
29360,0
16511,0
30353,0
18774,0
20875,0
10615,1
9571,1
31826,0
21324,0
6460,1
20212,0
18726,0
19422,0
28671,0
14075,1
9879,1
9184,1
29835,0
9318,1
21223,0
30345,0
25017,0
10966,1
15801,1
26825,0
30873,0
2277,1
16766,0
25617,0
17309,0
10343,1
1228,1
8490,1
5789,1
9616,1
27011,0
13544,1
26655,0
22207,0
16817,0
29952,0
15658,1
20820,0
27909,0
10590,1
17429,0
20748,0
3640,1
3950,1
26881,0
24470,0
28131,0
29501,0
11699,1
17674,0
5534,1
3585,1
28442,0
19175,0
18387,0
24003,0
13876,1
27141,0
13813,1
22273,0
16320,0
19465,0
29057,0
48,1
13497,1
23956,0
18231,0
7688,1
12674,1
24339,0
30053,0
3720,1
17133,0
26307,0
2033,1
20779,0
19924,0
3823,1
14349,1
28575,0
3132,1
11196,1
23088,0
19015,0
20407,0
572,1
18026,0
1848,1
658,1
22858,0
17322,0
29037,0
1822,1
10511,1
24064,0
11900,1
9619,1
5924,1
15327,1
27359,0
27227,0
24862,0
4426,1
12235,1
15863,1
12294,1
10405,1
14796,1
19320,0
1776,1
750,1
25122,0
31385,0
14118,1
22468,0
3350,1
9723,1
24032,0
4337,1
13212,1
23378,0
26287,0
31305,0
26767,0
9192,1
21882,0
14567,1
25246,0
11546,1
7375,1
17253,0
10926,1
15857,1
9290,1
20578,0
5603,1
756,1
31319,0
18210,0
31689,0
18466,0
10677,1
22349,0
2366,1
30081,0
15586,1
29015,0
6211,1
15629,1
12992,1
2278,1
15779,1
11767,1
2280,1
17704,0
2832,1
12315,1
8585,1
23975,0
17127,0
22331,0
20630,0
8960,1
17180,0
5708,1
10216,1
31801,0
7109,1
25019,0
1668,1
2910,1
31412,0
7248,1
30800,0
25986,0
28802,0
13751,1
31404,0
15745,1
1649,1
4681,1
21747,0
10156,1
8167,1
17353,0
31083,0
20094,0
5048,1
30173,0
20609,0
2135,1
5511,1
18061,0
4571,1
24422,0
14226,1
17313,0
12239,1
2341,1
31948,0
6898,1
23510,0
14592,1
22193,0
11262,1
31599,0
26316,0
25835,0
25742,0
13351,1
22290,0
22959,0
25293,0
17650,0
13552,1
13196,1
12976,1
25437,0
16458,0
3698,1
20222,0
27088,0
11078,1
31010,0
4119,1
1877,1
14879,1
71,1
8373,1
10579,1
31109,0
4302,1
30982,0
31209,0
20638,0
7416,1
28104,0
6436,1
12525,1
30286,0
24037,0
14015,1
19694,0
11199,1
21331,0
29274,0
29746,0
30269,0
14213,1
14595,1
10210,1
22018,0
30068,0
12647,1
26979,0
15810,1
5413,1
1885,1
21956,0
4357,1
23479,0
27531,0
29747,0
435,1
20208,0
20546,0
19270,0
31047,0
26434,0
18062,0
18562,0
26495,0
10475,1
27950,0
13875,1
4939,1
681,1
22922,0
16493,0
15056,1
21384,0
5882,1
4414,1
9944,1
8788,1
18119,0
8718,1
22405,0
15465,1
18958,0
8523,1
700,1
4061,1
21618,0
13856,1
10320,1
1884,1
17626,0
5211,1
1012,1
21207,0
22372,0
17156,0
16285,0
15748,1
11562,1
31139,0
24927,0
24440,0
10967,1
3316,1
19787,0
9554,1
27601,0
12236,1
30407,0
23145,0
24818,0
3686,1
3378,1
5714,1
2926,1
17894,0
29108,0
16991,0
25904,0
19749,0
19510,0
3941,1
466,1
5733,1
6621,1
11050,1
3288,1
26708,0
16240,0
1406,1
13661,1
19267,0
3751,1
2120,1
15145,1
25876,0
16294,0
18345,0
4983,1
1578,1
6967,1
29931,0
22025,0
27259,0
6814,1
16837,0
24546,0
29892,0
20998,0
10196,1
10984,1
25133,0
20751,0
25279,0
25478,0
15500,1
649,1
23285,0
30254,0
5303,1
4880,1
2516,1
17757,0
28527,0
1760,1
16859,0
6170,1
27708,0
15670,1
12453,1
9319,1
28051,0
11833,1
2442,1
19416,0
14964,1
16262,0
8268,1
8423,1
29635,0
2905,1
30765,0
2267,1
26429,0
5421,1
25457,0
6416,1
8432,1
11831,1
6873,1
14355,1
11207,1
6456,1
26200,0
11349,1
2177,1
18953,0
30692,0
6726,1
796,1
20725,0
19573,0
11600,1
8636,1
2082,1
7988,1
13951,1
24137,0
7871,1
17820,0
29717,0
14000,1
22260,0
16707,0
12690,1
24926,0
26748,0
27871,0
3533,1
21037,0
20190,0
26333,0
22009,0
4443,1
2658,1
1779,1
12905,1
16505,0
31031,0
5398,1
7664,1
7667,1
27594,0
6060,1
25593,0
30924,0
5799,1
19244,0
9774,1
8525,1
31703,0
4350,1
27840,0
1736,1
24990,0
30278,0
2580,1
18305,0
28194,0
16384,0
9763,1
10203,1
16269,0
12837,1
3269,1
5849,1
31450,0
2006,1
27915,0
10719,1
19859,0
8891,1
56,1
20130,0
26542,0
11860,1
26974,0
8899,1
14712,1
14119,1
23742,0
19040,0
26418,0
17065,0
18310,0
24299,0
9068,1
9496,1
13926,1
10417,1
15271,1
7186,1
15422,1
2060,1
21680,0
1710,1
25570,0
14736,1
8521,1
17483,0
13019,1
26771,0
8664,1
6321,1
21573,0
16848,0
772,1
31685,0
31354,0
27936,0
29363,0
7668,1
14011,1
29231,0
13495,1
26896,0
5934,1
18950,0
22261,0
1834,1
10982,1
31226,0
25937,0
21130,0
14398,1
26678,0
11739,1
14408,1
28488,0
5354,1
21186,0
7758,1
21302,0
8372,1
10840,1
22412,0
7520,1
20903,0
20811,0
17568,0
14506,1
15121,1
20271,0
30314,0
29743,0
13447,1
14206,1
27724,0
1358,1
28859,0
27796,0
15601,1
6743,1
30299,0
14594,1
12045,1
14263,1
31271,0
20896,0
24095,0
27824,0
17017,0
21016,0
15544,1
9777,1
27657,0
29012,0
24832,0
5824,1
23773,0
23383,0
14115,1
26131,0
4364,1
26408,0
2677,1
14458,1
3425,1
20019,0
19291,0
20418,0
4157,1
13486,1
2795,1
29779,0
1727,1
16596,0
24164,0
25552,0
9203,1
19233,0
9061,1
7706,1
11157,1
26842,0
10830,1
28718,0
14160,1
10159,1
17780,0
16244,0
27382,0
28601,0
17900,0
31647,0
19026,0
16961,0
25906,0
20017,0
2753,1
317,1
30786,0
1586,1
31772,0
4628,1
15339,1
21926,0
6167,1
10746,1
31678,0
27779,0
10998,1
31289,0
26339,0
31063,0
10766,1
17986,0
29090,0
3094,1
8247,1
12484,1
12483,1
26076,0
17279,0
2914,1
13565,1
21102,0
20694,0
29663,0
21806,0
28346,0
30477,0
10711,1
19075,0
30563,0
12126,1
22567,0
17254,0
7626,1
489,1
7373,1
972,1
2340,1
27248,0
31259,0
27974,0
19967,0
21828,0
6198,1
24131,0
2397,1
12962,1
14425,1
12049,1
6692,1
2392,1
10650,1
20472,0
21036,0
8760,1
22159,0
26179,0
8723,1
11232,1
3062,1
18845,0
12016,1
29273,0
11481,1
22950,0
18073,0
373,1
22119,0
28587,0
9539,1
24228,0
24783,0
721,1
31875,0
6815,1
20134,0
31812,0
8868,1
25387,0
26299,0
8844,1
689,1
3115,1
3490,1
16969,0
6251,1
19656,0
17981,0
15376,1
30212,0
1142,1
12234,1
14380,1
16547,0
31078,0
16553,0
7279,1
9894,1
20477,0
9781,1
17245,0
25894,0
25364,0
29691,0
30797,0
5418,1
703,1
7566,1
18933,0
29590,0
7767,1
4805,1
23738,0
17415,0
14832,1
20713,0
692,1
30804,0
18220,0
14034,1
819,1
12247,1
30719,0
18910,0
14442,1
10224,1
20989,0
386,1
15093,1
19901,0
24650,0
2682,1
23449,0
3012,1
25033,0
9574,1
20330,0
21551,0
8256,1
20178,0
9311,1
9121,1
30564,0
31676,0
25701,0
20404,0
20146,0
3986,1
14958,1
13374,1
8039,1
24938,0
996,1
13554,1
27987,0
16239,0
8101,1
945,1
22209,0
19622,0
17091,0
25831,0
9228,1
266,1
28479,0
3938,1
16832,0
29081,0
12661,1
26244,0
27311,0
13644,1
5254,1
23990,0
27956,0
20904,0
20824,0
6777,1
31455,0
19536,0
24982,0
30356,0
24469,0
13382,1
27878,0
26219,0
828,1
14332,1
25775,0
27045,0
1251,1
24080,0
19179,0
15747,1
15494,1
5679,1
6999,1
5216,1
1658,1
26727,0
1549,1
20649,0
10125,1
30667,0
7476,1
7736,1
8153,1
12460,1
18035,0
26096,0
15048,1
10544,1
18101,0
10654,1
14870,1
10662,1
1548,1
18825,0
11881,1
3819,1
26867,0
20388,0
7719,1
24502,0
22168,0
17624,0
26768,0
22606,0
30325,0
24975,0
7449,1
6065,1
18118,0
27986,0
377,1
7976,1
14733,1
23668,0
7472,1
15241,1
19366,0
20321,0
10308,1
9157,1
14022,1
20117,0
31129,0
21390,0
18353,0
4807,1
8016,1
17500,0
19597,0
30744,0
8340,1
1844,1
13777,1
24438,0
19727,0
16676,0
27740,0
22476,0
26820,0
9399,1
22549,0
28709,0
19220,0
25956,0
8062,1
11753,1
19359,0
14387,1
10878,1
28542,0
29040,0
6934,1
20984,0
6467,1
23971,0
5251,1
14446,1
5135,1
5986,1
16962,0
28182,0
10364,1
11725,1
14548,1
10328,1
25242,0
22404,0
11029,1
27306,0
406,1
19313,0
287,1
25352,0
19592,0
24235,0
9104,1
8321,1
9178,1
23342,0
27710,0
8712,1
8122,1
7129,1
20302,0
28820,0
16083,0
2640,1
13463,1
7863,1
31917,0
107,1
27931,0
9859,1
14145,1
6868,1
12391,1
26703,0
5645,1
15686,1
6163,1
26895,0
31643,0
11660,1
12511,1
27896,0
4289,1
28838,0
514,1
18090,0
13359,1
7623,1
19279,0
781,1
8689,1
29576,0
9122,1
19124,0
4508,1
1303,1
3499,1
26285,0
8473,1
9392,1
17330,0
27270,0
23824,0
10246,1
24883,0
17110,0
8261,1
23417,0
157,1
8591,1
13940,1
11321,1
9544,1
1359,1
23997,0
4645,1
18489,0
28161,0
25506,0
8319,1
24365,0
18553,0
16588,0
682,1
30874,0
2880,1
28215,0
14605,1
7374,1
3432,1
11363,1
12027,1
11662,1
30052,0
10658,1
26944,0
6442,1
3713,1
31120,0
13609,1
19102,0
11527,1
11206,1
27613,0
11511,1
25776,0
8,1
23352,0
1800,1
26648,0
23340,0
15829,1
30444,0
24804,0
7770,1
1537,1
30622,0
17182,0
18839,0
8139,1
13411,1
7500,1
17213,0
1297,1
30168,0
14930,1
21278,0
2543,1
9903,1
825,1
10690,1
2416,1
1878,1
14048,1
13001,1
22202,0
31163,0
2376,1
3314,1
6878,1
16249,0
19271,0
2503,1
23031,0
30754,0
11225,1
28787,0
28204,0
5583,1
18856,0
13170,1
3767,1
18870,0
28367,0
21961,0
14063,1
1904,1
10771,1
27108,0
23965,0
27475,0
21149,0
18735,0
31762,0
8692,1
10073,1
7407,1
10900,1
13062,1
5860,1
14647,1
27137,0
10855,1
25544,0
22603,0
4058,1
31686,0
11959,1
50,1
23301,0
11387,1
5324,1
3908,1
30957,0
5392,1
4187,1
19108,0
27038,0
14825,1
3255,1
31396,0
7540,1
2174,1
4634,1
27104,0
14341,1
8114,1
21840,0
28482,0
23813,0
9126,1
18903,0
24869,0
12545,1
18302,0
28245,0
25807,0
31750,0
5209,1
7235,1
17745,0
15051,1
18016,0
30824,0
5514,1
16155,0
8674,1
1753,1
15451,1
4603,1
30694,0
22414,0
27367,0
24816,0
17607,0
5072,1
2499,1
234,1
29549,0
10622,1
8995,1
15957,1
11874,1
30061,0
14220,1
330,1
28519,0
1232,1
29022,0
20625,0
29444,0
4471,1
6883,1
29705,0
1002,1
16702,0
6433,1
17896,0
30229,0
11138,1
4138,1
23048,0
16145,0
29357,0
29580,0
31507,0
31011,0
10620,1
5431,1
1317,1
23287,0
3239,1
12894,1
12828,1
18169,0
19226,0
376,1
19350,0
21160,0
29246,0
27063,0
9066,1
23663,0
30530,0
631,1
29467,0
3183,1
26395,0
23210,0
30442,0
17175,0
27272,0
5136,1
2841,1
23211,0
26925,0
27419,0
1572,1
27448,0
5875,1
4594,1
9451,1
242,1
16176,0
9241,1
414,1
9988,1
12257,1
2396,1
965,1
9860,1
31298,0
17104,0
11067,1
8027,1
28968,0
2162,1
11650,1
19902,0
9685,1
16890,0
30054,0
25476,0
24610,0
26998,0
27366,0
19151,0
21609,0
8287,1
1633,1
25296,0
17875,0
23432,0
27503,0
23662,0
14372,1
21072,0
22667,0
23523,0
26404,0
10448,1
612,1
10402,1
29198,0
27349,0
4406,1
16558,0
24656,0
24368,0
31677,0
2486,1
15590,1
31472,0
23157,0
24761,0
20009,0
23681,0
23591,0
13970,1
14619,1
5321,1
2127,1
694,1
29778,0
18112,0
23576,0
29863,0
8005,1
19401,0
6670,1
26422,0
13121,1
28084,0
15408,1
17062,0
27412,0
13263,1
9808,1
478,1
8522,1
21028,0
26033,0
31273,0
7898,1
10008,1
1019,1
27247,0
18239,0
8052,1
15075,1
9666,1
1694,1
6178,1
6095,1
10094,1
21904,0
28928,0
27138,0
26051,0
29977,0
30814,0
8144,1
12316,1
26428,0
27373,0
8065,1
25746,0
20138,0
30439,0
31775,0
18846,0
24898,0
29695,0
15053,1
25736,0
30471,0
24406,0
31998,0
11832,1
13939,1
6838,1
6660,1
90,1
26582,0
12804,1
26922,0
18843,0
27588,0
16275,0
7779,1
16013,0
2159,1
20422,0
21091,0
30868,0
12029,1
24553,0
8787,1
3488,1
27823,0
30194,0
15997,1
5274,1
24232,0
31111,0
